	source	Unnamed: 0	source.1	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps	spect_cluster	commun_cluster	spect_color	comm_color	tst_samp_bins_ivp	tst_samp_bins_bdvp	tst_samp_bins_forced	tst_samp_bins_ivp_col	tst_samp_bins_bdvp_col	tst_samp_bins_forced_col
107	Anaerostipes	107	Anaerostipes	Coprobacillus	4.0	10	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	47.0	9.0	22.0	#f59d7e	#3b4cc0	#3b4cc0
108	Coprobacillus	108	Coprobacillus	Blautia	5.0	11	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	26.0	9.0	22.0	#e36b54	#3b4cc0	#3b4cc0
109	Blautia	109	Blautia	Coprobacillus	5.0	19	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	164.0	9.0	22.0	#6180e9	#3b4cc0	#3b4cc0
110	Coprobacillus	110	Coprobacillus	Collinsella	3.0	11	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	26.0	9.0	22.0	#e36b54	#3b4cc0	#3b4cc0
111	Collinsella	111	Collinsella	Coprobacillus	3.0	11	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	122.0	9.0	22.0	#aec9fc	#3b4cc0	#3b4cc0
112	Coprobacter	112	Coprobacter	Adlercreutzia	2.0	3	39	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	16.0	9.0	22.0	#d55042	#3b4cc0	#3b4cc0
113	Adlercreutzia	113	Adlercreutzia	Coprobacter	2.0	6	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	90.0	9.0	22.0	#e0dbd8	#3b4cc0	#3b4cc0
114	Coprobacter	114	Coprobacter	Anaerostipes	2.0	3	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	16.0	9.0	22.0	#d55042	#3b4cc0	#3b4cc0
115	Anaerostipes	115	Anaerostipes	Coprobacter	2.0	10	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	47.0	9.0	22.0	#f59d7e	#3b4cc0	#3b4cc0
116	Coprobacter	116	Coprobacter	Blautia	3.0	3	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	16.0	9.0	22.0	#d55042	#3b4cc0	#3b4cc0
117	Blautia	117	Blautia	Coprobacter	3.0	19	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	164.0	9.0	22.0	#6180e9	#3b4cc0	#3b4cc0
118	Coprobacter	118	Coprobacter	Coprobacillus	3.0	3	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	16.0	9.0	22.0	#d55042	#3b4cc0	#3b4cc0
119	Coprobacillus	119	Coprobacillus	Coprobacter	3.0	10	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	26.0	9.0	22.0	#e36b54	#3b4cc0	#3b4cc0
120	Coprococcus	120	Coprococcus	Adlercreutzia	4.0	2	39	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	174.0	9.0	22.0	#4f69d9	#3b4cc0	#3b4cc0
121	Adlercreutzia	121	Adlercreutzia	Coprococcus	4.0	6	18	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	90.0	9.0	22.0	#e0dbd8	#3b4cc0	#3b4cc0
122	Coprococcus	122	Coprococcus	Akkermansia	5.0	2	31	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	174.0	9.0	22.0	#4f69d9	#3b4cc0	#3b4cc0
123	Akkermansia	123	Akkermansia	Coprococcus	5.0	21	18	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	117.0	9.0	22.0	#b6cefa	#3b4cc0	#3b4cc0
124	Coprococcus	124	Coprococcus	Anaerostipes	3.0	2	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	174.0	9.0	22.0	#4f69d9	#3b4cc0	#3b4cc0
125	Anaerostipes	125	Anaerostipes	Coprococcus	3.0	10	18	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	47.0	9.0	22.0	#f59d7e	#3b4cc0	#3b4cc0
126	Coprococcus	126	Coprococcus	Barnesiella	2.0	2	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	174.0	9.0	22.0	#4f69d9	#3b4cc0	#3b4cc0
127	Barnesiella	127	Barnesiella	Coprococcus	2.0	15	18	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	10.0	6.0	#ecc86f	#b2f396	65.0	9.0	22.0	#f6bea4	#3b4cc0	#3b4cc0
128	Coprococcus	128	Coprococcus	Butyricimonas	3.0	2	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	174.0	9.0	22.0	#4f69d9	#3b4cc0	#3b4cc0
129	Butyricimonas	129	Butyricimonas	Coprococcus	3.0	11	18	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	75.0	9.0	22.0	#f1cdba	#3b4cc0	#3b4cc0
130	Coprococcus	130	Coprococcus	Coprobacillus	5.0	2	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	174.0	9.0	22.0	#4f69d9	#3b4cc0	#3b4cc0
131	Coprobacillus	131	Coprobacillus	Coprococcus	5.0	10	18	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	26.0	9.0	22.0	#e36b54	#3b4cc0	#3b4cc0
132	Coprococcus	132	Coprococcus	Coprobacter	3.0	2	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	174.0	9.0	22.0	#4f69d9	#3b4cc0	#3b4cc0
133	Coprobacter	133	Coprobacter	Coprococcus	3.0	5	18	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	16.0	9.0	22.0	#d55042	#3b4cc0	#3b4cc0
134	Corynebacterium	134	Corynebacterium	Capnocytophaga	6.0	10	37	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	61	8.0	7.0	#a2f9a0	#e4cf74	156.0	8.0	16.0	#6f92f3	#c73635	#90b2fe
135	Capnocytophaga	135	Capnocytophaga	Corynebacterium	6.0	34	39	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	61	8.0	7.0	#a2f9a0	#e4cf74	12.0	9.0	22.0	#cd423b	#3b4cc0	#3b4cc0
136	Cupriavidus	136	Cupriavidus	Alistipes	2.0	39	1	Mid_vagina	Stool	Intertype	#18cde4	#b2f396	#cccccc	61	10.0	6.0	#ecc86f	#b2f396	12.0	-1.0	-1.0	#cd423b	#b40426	#b40426
137	Alistipes	137	Alistipes	Cupriavidus	2.0	29	5	Stool	Mid_vagina	Intertype	#b2f396	#18cde4	#cccccc	61	5.0	6.0	#37e6d8	#b2f396	119.0	7.0	9.0	#b3cdfb	#c43032	#ecd3c5
138	Cupriavidus	138	Cupriavidus	Bosea	1.0	39	19	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	61	10.0	6.0	#ecc86f	#b2f396	12.0	-1.0	-1.0	#cd423b	#b40426	#b40426
139	Bosea	139	Bosea	Cupriavidus	1.0	1	5	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	61	2.0	4.0	#386df9	#4df3ce	107.0	1.0	2.0	#c7d7f0	#b8122a	#e0654f
140	Dechloromonas	140	Dechloromonas	Comamonas	1.0	1	29	Buccal_mucosa	Mid_vagina	Intertype	#1996f3	#18cde4	#cccccc	61	9.0	3.0	#c6e789	#18cde4	72.0	9.0	22.0	#f2c9b4	#3b4cc0	#3b4cc0
141	Comamonas	141	Comamonas	Dechloromonas	1.0	3	2	Mid_vagina	Buccal_mucosa	Intertype	#18cde4	#1996f3	#cccccc	61	9.0	4.0	#c6e789	#4df3ce	153.0	2.0	1.0	#7597f6	#bb1b2c	#d44e41
142	Dehalobacter	142	Dehalobacter	Actinobacillus	2.0	4	23	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	124.0	9.0	22.0	#aac7fd	#3b4cc0	#3b4cc0
143	Actinobacillus	143	Actinobacillus	Dehalobacter	2.0	10	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	0.0	#ff3b1e	#8000ff	25.0	9.0	22.0	#e26952	#3b4cc0	#3b4cc0
144	Dehalobacter	144	Dehalobacter	Avibacterium	2.0	4	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	124.0	9.0	22.0	#aac7fd	#3b4cc0	#3b4cc0
145	Avibacterium	145	Avibacterium	Dehalobacter	2.0	3	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	48.0	9.0	22.0	#f59f80	#3b4cc0	#3b4cc0
146	Dehalobacter	146	Dehalobacter	Basfia	2.0	4	15	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	124.0	9.0	22.0	#aac7fd	#3b4cc0	#3b4cc0
147	Basfia	147	Basfia	Dehalobacter	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	106.0	9.0	22.0	#c9d7f0	#3b4cc0	#3b4cc0
148	Dehalobacter	148	Dehalobacter	Bibersteinia	1.0	4	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	124.0	9.0	22.0	#aac7fd	#3b4cc0	#3b4cc0
149	Bibersteinia	149	Bibersteinia	Dehalobacter	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	7.0	7.0	#7effb5	#e4cf74	167.0	9.0	22.0	#5b7ae5	#3b4cc0	#3b4cc0
150	Dehalobacter	150	Dehalobacter	Chryseobacterium	2.0	4	16	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	61	13.0	7.0	#ff3b1e	#e4cf74	124.0	9.0	22.0	#aac7fd	#3b4cc0	#3b4cc0
151	Chryseobacterium	151	Chryseobacterium	Dehalobacter	2.0	13	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	61	13.0	7.0	#ff3b1e	#e4cf74	103.0	9.0	22.0	#cdd9ec	#3b4cc0	#3b4cc0
152	Delftia	152	Delftia	Bacillus	1.0	5	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	4.0	4.0	#10c6e6	#4df3ce	2.0	9.0	22.0	#bb1b2c	#3b4cc0	#3b4cc0
153	Bacillus	153	Bacillus	Delftia	1.0	17	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	4.0	4.0	#10c6e6	#4df3ce	48.0	8.0	6.0	#f59f80	#c73635	#f7af91
154	Dialister	154	Dialister	Coprococcus	3.0	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	102.0	5.0	13.0	#cfdaea	#c12b30	#bcd2f7
155	Coprococcus	155	Coprococcus	Dialister	3.0	18	42	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	174.0	9.0	22.0	#4f69d9	#3b4cc0	#3b4cc0
156	Dielma	156	Dielma	Butyricimonas	2.0	1	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	2.0	1.0	#386df9	#4e4dfc	155.0	9.0	22.0	#7093f3	#3b4cc0	#3b4cc0
157	Butyricimonas	157	Butyricimonas	Dielma	2.0	11	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	75.0	9.0	22.0	#f1cdba	#3b4cc0	#3b4cc0
158	Dolosigranulum	158	Dolosigranulum	Amphibacillus	1.0	4	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	4.0	#386df9	#4df3ce	32.0	9.0	22.0	#e97a5f	#3b4cc0	#3b4cc0
159	Amphibacillus	159	Amphibacillus	Dolosigranulum	1.0	1	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	4.0	#386df9	#4df3ce	81.0	9.0	22.0	#ebd3c6	#3b4cc0	#3b4cc0
160	Dolosigranulum	160	Dolosigranulum	Atopobacter	1.0	4	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	4.0	#386df9	#4df3ce	32.0	9.0	22.0	#e97a5f	#3b4cc0	#3b4cc0
161	Atopobacter	161	Atopobacter	Dolosigranulum	1.0	1	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	4.0	#386df9	#4df3ce	173.0	9.0	22.0	#506bda	#3b4cc0	#3b4cc0
162	Dolosigranulum	162	Dolosigranulum	Brevundimonas	1.0	4	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	4.0	#386df9	#4df3ce	32.0	9.0	22.0	#e97a5f	#3b4cc0	#3b4cc0
163	Brevundimonas	163	Brevundimonas	Dolosigranulum	1.0	1	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	4.0	#386df9	#4df3ce	96.0	9.0	22.0	#d8dce2	#3b4cc0	#3b4cc0
164	Dolosigranulum	164	Dolosigranulum	Calothrix	1.0	4	14	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	4.0	#386df9	#4df3ce	32.0	9.0	22.0	#e97a5f	#3b4cc0	#3b4cc0
165	Calothrix	165	Calothrix	Dolosigranulum	1.0	2	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	4.0	#386df9	#4df3ce	46.0	9.0	22.0	#f49a7b	#3b4cc0	#3b4cc0
166	Dorea	166	Dorea	Akkermansia	3.0	42	31	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	185.0	9.0	22.0	#3d50c3	#3b4cc0	#3b4cc0
167	Akkermansia	167	Akkermansia	Dorea	3.0	21	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	117.0	9.0	22.0	#b6cefa	#3b4cc0	#3b4cc0
168	Dorea	168	Dorea	Blautia	5.0	42	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	185.0	9.0	22.0	#3d50c3	#3b4cc0	#3b4cc0
169	Blautia	169	Blautia	Dorea	5.0	19	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	164.0	9.0	22.0	#6180e9	#3b4cc0	#3b4cc0
170	Dorea	170	Dorea	Collinsella	3.0	42	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	185.0	9.0	22.0	#3d50c3	#3b4cc0	#3b4cc0
171	Collinsella	171	Collinsella	Dorea	3.0	11	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	122.0	9.0	22.0	#aec9fc	#3b4cc0	#3b4cc0
172	Echinicola	172	Echinicola	Actinobacillus	2.0	5	23	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	63.0	9.0	22.0	#f7ba9f	#3b4cc0	#3b4cc0
173	Actinobacillus	173	Actinobacillus	Echinicola	2.0	10	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	0.0	#ff3b1e	#8000ff	25.0	9.0	22.0	#e26952	#3b4cc0	#3b4cc0
174	Echinicola	174	Echinicola	Avibacterium	2.0	5	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	63.0	9.0	22.0	#f7ba9f	#3b4cc0	#3b4cc0
175	Avibacterium	175	Avibacterium	Echinicola	2.0	3	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	48.0	9.0	22.0	#f59f80	#3b4cc0	#3b4cc0
176	Echinicola	176	Echinicola	Basfia	2.0	5	15	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	63.0	9.0	22.0	#f7ba9f	#3b4cc0	#3b4cc0
177	Basfia	177	Basfia	Echinicola	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	106.0	9.0	22.0	#c9d7f0	#3b4cc0	#3b4cc0
178	Echinicola	178	Echinicola	Bibersteinia	1.0	5	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	63.0	9.0	22.0	#f7ba9f	#3b4cc0	#3b4cc0
179	Bibersteinia	179	Bibersteinia	Echinicola	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	7.0	7.0	#7effb5	#e4cf74	167.0	9.0	22.0	#5b7ae5	#3b4cc0	#3b4cc0
180	Echinicola	180	Echinicola	Chryseobacterium	2.0	5	16	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	61	13.0	7.0	#ff3b1e	#e4cf74	63.0	9.0	22.0	#f7ba9f	#3b4cc0	#3b4cc0
181	Chryseobacterium	181	Chryseobacterium	Echinicola	2.0	13	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	61	13.0	7.0	#ff3b1e	#e4cf74	103.0	9.0	22.0	#cdd9ec	#3b4cc0	#3b4cc0
182	Echinicola	182	Echinicola	Dehalobacter	2.0	5	4	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	63.0	9.0	22.0	#f7ba9f	#3b4cc0	#3b4cc0
183	Dehalobacter	183	Dehalobacter	Echinicola	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	124.0	9.0	22.0	#aac7fd	#3b4cc0	#3b4cc0
184	Eggerthella	184	Eggerthella	Bifidobacterium	2.0	17	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	2.0	1.0	#386df9	#4e4dfc	133.0	9.0	22.0	#9abbff	#3b4cc0	#3b4cc0
185	Bifidobacterium	185	Bifidobacterium	Eggerthella	2.0	22	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	2.0	1.0	#386df9	#4e4dfc	120.0	9.0	22.0	#b1cbfc	#3b4cc0	#3b4cc0
186	Eggerthella	186	Eggerthella	Catabacter	1.0	17	22	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	2.0	1.0	#386df9	#4e4dfc	133.0	9.0	22.0	#9abbff	#3b4cc0	#3b4cc0
187	Catabacter	187	Catabacter	Eggerthella	1.0	1	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	2.0	1.0	#386df9	#4e4dfc	108.0	9.0	22.0	#c6d6f1	#3b4cc0	#3b4cc0
188	Elizabethkingia	188	Elizabethkingia	Comamonas	1.0	3	29	Buccal_mucosa	Mid_vagina	Intertype	#1996f3	#18cde4	#cccccc	61	9.0	4.0	#c6e789	#4df3ce	97.0	9.0	22.0	#d7dce3	#3b4cc0	#3b4cc0
189	Comamonas	189	Comamonas	Elizabethkingia	1.0	3	1	Mid_vagina	Buccal_mucosa	Intertype	#18cde4	#1996f3	#cccccc	61	9.0	4.0	#c6e789	#4df3ce	153.0	2.0	1.0	#7597f6	#bb1b2c	#d44e41
190	Enhydrobacter	190	Enhydrobacter	Comamonas	1.0	2	29	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	61	9.0	4.0	#c6e789	#4df3ce	100.0	-1.0	-1.0	#d3dbe7	#b40426	#b40426
191	Comamonas	191	Comamonas	Enhydrobacter	1.0	3	2	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	61	9.0	4.0	#c6e789	#4df3ce	153.0	2.0	1.0	#7597f6	#bb1b2c	#d44e41
192	Enterococcus	192	Enterococcus	Alistipes	5.0	18	1	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc	61	5.0	6.0	#37e6d8	#b2f396	138.0	9.0	22.0	#90b2fe	#3b4cc0	#3b4cc0
193	Alistipes	193	Alistipes	Enterococcus	5.0	29	15	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc	61	5.0	6.0	#37e6d8	#b2f396	119.0	7.0	9.0	#b3cdfb	#c43032	#ecd3c5
194	Enterococcus	194	Enterococcus	Bacteroides	8.0	18	17	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc	61	5.0	6.0	#37e6d8	#b2f396	138.0	9.0	22.0	#90b2fe	#3b4cc0	#3b4cc0
195	Bacteroides	195	Bacteroides	Enterococcus	8.0	47	15	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc	61	5.0	6.0	#37e6d8	#b2f396	149.0	-1.0	-1.0	#7b9ff9	#b40426	#b40426
196	Erysipelatoclostridium	196	Erysipelatoclostridium	Adlercreutzia	2.0	1	39	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	105.0	9.0	22.0	#cbd8ee	#3b4cc0	#3b4cc0
197	Adlercreutzia	197	Adlercreutzia	Erysipelatoclostridium	2.0	6	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	90.0	9.0	22.0	#e0dbd8	#3b4cc0	#3b4cc0
198	Erysipelatoclostridium	198	Erysipelatoclostridium	Anaerostipes	3.0	1	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	105.0	9.0	22.0	#cbd8ee	#3b4cc0	#3b4cc0
199	Anaerostipes	199	Anaerostipes	Erysipelatoclostridium	3.0	10	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	47.0	9.0	22.0	#f59d7e	#3b4cc0	#3b4cc0
200	Erysipelatoclostridium	200	Erysipelatoclostridium	Butyricicoccus	2.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	105.0	9.0	22.0	#cbd8ee	#3b4cc0	#3b4cc0
201	Butyricicoccus	201	Butyricicoccus	Erysipelatoclostridium	2.0	10	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	10.0	6.0	#ecc86f	#b2f396	36.0	9.0	22.0	#ee8468	#3b4cc0	#3b4cc0
202	Erysipelatoclostridium	202	Erysipelatoclostridium	Catabacter	1.0	1	22	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	105.0	9.0	22.0	#cbd8ee	#3b4cc0	#3b4cc0
203	Catabacter	203	Catabacter	Erysipelatoclostridium	1.0	1	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	2.0	1.0	#386df9	#4e4dfc	108.0	9.0	22.0	#c6d6f1	#3b4cc0	#3b4cc0
204	Erysipelatoclostridium	204	Erysipelatoclostridium	Coprobacillus	2.0	1	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	105.0	9.0	22.0	#cbd8ee	#3b4cc0	#3b4cc0
205	Coprobacillus	205	Coprobacillus	Erysipelatoclostridium	2.0	10	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	26.0	9.0	22.0	#e36b54	#3b4cc0	#3b4cc0
206	Erysipelatoclostridium	206	Erysipelatoclostridium	Coprobacter	3.0	1	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	105.0	9.0	22.0	#cbd8ee	#3b4cc0	#3b4cc0
207	Coprobacter	207	Coprobacter	Erysipelatoclostridium	3.0	5	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	16.0	9.0	22.0	#d55042	#3b4cc0	#3b4cc0
208	Eubacterium	208	Eubacterium	Adlercreutzia	4.0	2	39	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	61	0.0	1.0	#8000ff	#4e4dfc	116.0	9.0	22.0	#b9d0f9	#3b4cc0	#3b4cc0
209	Adlercreutzia	209	Adlercreutzia	Eubacterium	4.0	6	41	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	61	0.0	1.0	#8000ff	#4e4dfc	90.0	9.0	22.0	#e0dbd8	#3b4cc0	#3b4cc0
210	Eubacterium	210	Eubacterium	Anaerostipes	5.0	2	9	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	61	0.0	1.0	#8000ff	#4e4dfc	116.0	9.0	22.0	#b9d0f9	#3b4cc0	#3b4cc0
211	Anaerostipes	211	Anaerostipes	Eubacterium	5.0	10	41	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	61	0.0	1.0	#8000ff	#4e4dfc	47.0	9.0	22.0	#f59d7e	#3b4cc0	#3b4cc0
212	Eubacterium	212	Eubacterium	Clostridium	2.0	2	13	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	61	0.0	1.0	#8000ff	#4e4dfc	116.0	9.0	22.0	#b9d0f9	#3b4cc0	#3b4cc0
213	Clostridium	213	Clostridium	Eubacterium	2.0	29	41	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	61	2.0	1.0	#386df9	#4e4dfc	76.0	-1.0	-1.0	#f0cdbb	#b40426	#b40426
